1,0.0001,-3.3992e-05,-1.4992e-08,0.41647,0.0027044,2.7646e-06
1,0.0002,-6.8422e-05,-3.1827e-08,0.83108,0.0021893,-1.0304e-06
1,0.0012,-0.00041178,-1.9239e-07,4.981,0.004208,3.0683e-06
1,0.0016,-0.00054949,-2.5673e-07,6.6409,0.0038613,1.0991e-05
1,0.002,-0.00068704,-3.2198e-07,8.3006,0.0038344,1.0973e-05
1,0.0024,-0.00082459,-3.8721e-07,9.9604,0.0038332,1.0972e-05
1,0.0028,-0.00096214,-4.5244e-07,11.62,0.0038332,1.0972e-05
1,0.0032,-0.0010997,-5.1767e-07,13.28,0.0038332,1.0972e-05
1,0.0036,-0.0012372,-5.829e-07,14.94,0.0038332,1.0972e-05
1,0.004,-0.0013748,-6.4813e-07,16.6,0.0038332,1.0972e-05
1,0.0044,-0.0015123,-7.1336e-07,18.259,0.0038332,1.0972e-05
1,0.0048,-0.0016499,-7.7859e-07,19.919,0.0038332,1.0972e-05
1,0.0052,-0.0017874,-8.4382e-07,21.579,0.0038332,1.0972e-05
1,0.0056,-0.001925,-9.0905e-07,23.239,0.0038333,1.0972e-05
1,0.006,-0.0020625,-9.7242e-07,24.898,0.0038687,9.7499e-06
1,0.0064,-0.0022003,-1.0146e-06,26.551,0.0041208,-3.82e-06
1,0.0068,-0.0023395,-9.5261e-07,28.17,0.0053605,-5.3359e-05
1,0.0072,-0.0024839,-8.2103e-07,29.692,0.0052792,-7.0019e-05
1,0.0076,-0.0026685,-1.0487e-06,30.325,0.0046568,-4.9886e-05
1,0.008,-0.0028723,-1.1653e-06,30.493,0.0040726,-7.6456e-05
1,0.0084,-0.0030768,-1.2549e-06,30.629,0.0058889,-5.1579e-05
1,0.0088,-0.0032822,-1.3457e-06,30.75,0.0056119,-4.3733e-05
1,0.0092,-0.0034879,-1.4535e-06,30.869,0.0055877,-3.8857e-05
1,0.0096,-0.003694,-1.5669e-06,30.987,0.0056371,-3.9174e-05
1,0.01,-0.0039004,-1.6814e-06,31.105,0.005704,-4.0323e-05
1,0.0104,-0.0041072,-1.7957e-06,31.224,0.0057735,-4.08e-05
1,0.0108,-0.0043143,-1.9087e-06,31.342,0.00584,-4.3102e-05
1,0.0112,-0.0045218,-2.0223e-06,31.459,0.0059091,-4.3774e-05
1,0.0116,-0.0047297,-2.1242e-06,31.577,0.0059741,-4.6597e-05
1,0.012,-0.0049385,-2.2214e-06,31.693,0.0035591,-4.7676e-05
1,0.0124,-0.0051471,-2.326e-06,31.81,0.0035567,-4.5751e-05
1,0.0128,-0.005356,-2.4346e-06,31.927,0.0035931,-4.5929e-05
1,0.0132,-0.0055653,-2.5445e-06,32.044,0.0036336,-4.6612e-05
1,0.0136,-0.005775,-2.655e-06,32.161,0.0036745,-4.7371e-05
1,0.014,-0.0059849,-2.7659e-06,32.278,0.0037157,-4.8014e-05
1,0.0144,-0.0061952,-2.8731e-06,32.395,0.0037551,-4.8873e-05
1,0.0148,-0.0064058,-2.9824e-06,32.511,0.0037937,-4.9396e-05
1,0.0152,-0.0066168,-3.0925e-06,32.628,0.0038315,-5.0047e-05
1,0.0156,-0.006828,-3.2027e-06,32.744,0.0038689,-5.0681e-05
1,0.016,-0.0070396,-3.3135e-06,32.86,0.0039064,-5.1303e-05
1,0.0164,-0.0072515,-3.4248e-06,32.976,0.0039436,-5.1909e-05
1,0.0168,-0.0074637,-3.5368e-06,33.093,0.0039803,-5.2494e-05
1,0.0172,-0.0076762,-3.6493e-06,33.209,0.0040165,-5.3059e-05
1,0.0176,-0.007889,-3.7624e-06,33.325,0.0040522,-5.3604e-05
1,0.018,-0.0081021,-3.8762e-06,33.441,0.0040875,-5.4129e-05
1,0.0184,-0.0083156,-3.9906e-06,33.556,0.0041224,-5.4635e-05
1,0.0188,-0.0085293,-4.1058e-06,33.672,0.0041568,-5.5123e-05
1,0.0192,-0.0087433,-4.2216e-06,33.788,0.0041909,-5.5594e-05
1,0.0196,-0.0089577,-4.3381e-06,33.903,0.0042245,-5.6047e-05
1,0.02,-0.0091723,-4.4554e-06,34.019,0.0042577,-5.6484e-05
2,0.0001,-3.5301e-05,-4.2282e-07,0.49322,0.0043604,6.378e-05
2,0.0002,-7.1946e-05,-8.781e-07,0.98379,0.0024292,7.5743e-05
2,0.0012,-0.00043409,-5.4083e-06,5.8989,0.0032143,3.3094e-05
2,0.0016,-0.00057922,-7.2206e-06,7.8644,0.002571,6.9596e-05
2,0.002,-0.00072418,-9.0332e-06,9.8302,0.0025653,6.9532e-05
2,0.0024,-0.00086913,-1.0846e-05,11.796,0.0025653,6.9534e-05
2,0.0028,-0.0010141,-1.2658e-05,13.762,0.0025654,6.9534e-05
2,0.0032,-0.001159,-1.4471e-05,15.728,0.0025656,6.9533e-05
2,0.0036,-0.001304,-1.6283e-05,17.694,0.0025657,6.9533e-05
2,0.004,-0.0014489,-1.8096e-05,19.659,0.0025658,6.9532e-05
2,0.0044,-0.0015939,-1.9906e-05,21.625,0.0025727,6.8325e-05
2,0.0048,-0.0017391,-2.1649e-05,23.585,0.0027402,4.9862e-05
2,0.0052,-0.0018853,-2.2916e-05,25.52,0.0034304,-9.7947e-05
2,0.0056,-0.0020357,-2.3425e-05,27.381,0.0055385,-0.00032722
2,0.006,-0.0021972,-2.3553e-05,29.075,0.0052368,-0.00027628
2,0.0064,-0.0023778,-2.4574e-05,30.484,0.0071434,-0.00017036
2,0.0068,-0.0025844,-2.5999e-05,31.541,0.00666,-0.00014013
2,0.0072,-0.0028142,-2.9375e-05,32.284,0.0065519,-0.00010697
2,0.0076,-0.0030612,-3.4175e-05,32.785,0.006955,7.6193e-05
2,0.008,-0.0033177,-3.8545e-05,33.164,0.0067941,1.9156e-05
2,0.0084,-0.0035791,-4.2745e-05,33.487,0.0065767,-4.5902e-05
2,0.0088,-0.0038438,-4.6407e-05,33.78,0.0065477,-9.1942e-05
2,0.0092,-0.0041112,-4.9622e-05,34.054,0.0065744,-0.00016715
2,0.0096,-0.0043809,-5.2737e-05,34.315,0.0067022,-0.00022175
2,0.01,-0.004653,-5.5893e-05,34.568,0.0068679,-0.00026335
2,0.0104,-0.0049279,-5.9063e-05,34.811,0.0058855,-0.00029016
2,0.0108,-0.0052043,-6.2401e-05,35.051,0.0059631,-0.00031042
